,URL,Paragraph
16,https://www.typingstudy.com/typingtest/53/The_Dog_and_the_Cook,"A rich man once invited a number of his friends and acquaintances to a banquet. His dog thought it would be a good opportunity to invite another Dog, a friend of his; so he went to him and said, ""My master is giving a feast: there'll be a fine spread, so come and dine with me to-night."" The Dog thus invited came, and when he saw the preparations being made in the kitchen he said to himself, ""My word, I'm in luck: I'll take care to eat enough to-night to last me two or three days."" At the same time he wagged his tail briskly, by way of showing his friend how delighted he was to have been asked. But just then the Cook caught sight of him, and, in his annoyance at seeing a strange Dog in the kitchen, caught him up by the hind legs and threw him out of the window. He had a nasty fall, and limped away as quickly as he could, howling dismally. Presently some other dogs met him, and said, ""Well, what sort of a dinner did you get?"" To which he replied, ""I had a splendid time: the wine was so good, and I drank so much of it, that I really don't remember how I got out of the house!""\nBe shy of favours bestowed at the expense of others."
17,https://www.typingstudy.com/typingtest/60/The_Owl_and_the_Birds,"The Owl is a very wise bird; and once, long ago, when the first oak sprouted in the forest, she called all the other Birds together and said to them, ""You see this tiny tree? If you take my advice, you will destroy it now when it is small: for when it grows big, the mistletoe will appear upon it, from which birdlime will be prepared for your destruction."" Again, when the first flax was sown, she said to them, ""Go and eat up that seed, for it is the seed of the flax, out of which men will one day make nets to catch you."" Once more, when she saw the first archer, she warned the Birds that he was their deadly enemy, who would wing his arrows with their own feathers and shoot them. But they took no notice of what she said: in fact, they thought she was rather mad, and laughed at her. When, however, everything turned out as she had foretold, they changed their minds and conceived a great respect for her wisdom. Hence, whenever she appears, the Birds attend upon her in the hope of hearing something that may be for their good. She, however, gives them advice no longer, but sits moping and pondering on the folly of her kind."
18,"https://www.typingstudy.com/typingtest/67/The_Mouse,_the_Frog,_and_the_Hawk","A Mouse and a Frog struck up a friendship; they were not well mated, for the Mouse lived entirely on land, while the Frog was equally at home on land or in the water. In order that they might never be separated, the Frog tied himself and the Mouse together by the leg with a piece of thread. As long as they kept on dry land all went fairly well; but, coming to the edge of a pool, the Frog jumped in, taking the Mouse with him, and began swimming about and croaking with pleasure. The unhappy Mouse, however, was soon drowned, and floated about on the surface in the wake of the Frog. There he was spied by a Hawk, who pounced down on him and seized him in his talons. The Frog was unable to loose the knot which bound him to the Mouse, and thus was carried off along with him and eaten by the Hawk."
19,https://www.typingstudy.com/typingtest/69/The_Peasant_and_the_Apple-Tree,"A Peasant had an Apple-tree growing in his garden, which bore no fruit, but merely served to provide a shelter from the heat for the sparrows and grasshoppers which sat and chirped in its branches. Disappointed at its barrenness he determined to cut it down, and went and fetched his axe for the purpose. But when the sparrows and the grasshoppers saw what he was about to do, they begged him to spare it, and said to him, ""If you destroy the tree we shall have to seek shelter elsewhere, and you will no longer have our merry chirping to enliven your work in the garden."" He, however, refused to listen to them, and set to work with a will to cut through the trunk. A few strokes showed that it was hollow inside and contained a swarm of bees and a large store of honey. Delighted with his find he threw down his axe, saying, ""The old tree is worth keeping after all.""\nUtility is most men's test of worth."
20,https://www.typingstudy.com/typingtest/76/The_Frogs_Asking_for_a_King,"Time was when the Frogs were discontented because they had no one to rule over them: so they sent a deputation to Jupiter to ask him to give them a King. Jupiter, despising the folly of their request, cast a log into the pool where they lived, and said that that should be their King. The Frogs were terrified at first by the splash, and scuttled away into the deepest parts of the pool; but by and by, when they saw that the log remained motionless, one by one they ventured to the surface again, and before long, growing bolder, they began to feel such contempt for it that they even took to sitting upon it. Thinking that a King of that sort was an insult to their dignity, they sent to Jupiter a second time, and begged him to take away the sluggish King he had given them, and to give them another and a better one. Jupiter, annoyed at being pestered in this way, sent a Stork to rule over them, who no sooner arrived among them than he began to catch and eat the Frogs as fast as he could."
21,https://www.typingstudy.com/typingtest/84/The_Vain_Jackdaw,"Jupiter announced that he intended to appoint a king over the birds, and named a day on which they were to appear before his throne, when he would select the most beautiful of them all to be their ruler. Wishing to look their best on the occasion they repaired to the banks of a stream, where they busied themselves in washing and preening their feathers. The Jackdaw was there along with the rest, and realised that, with his ugly plumage, he would have no chance of being chosen as he was: so he waited till they were all gone, and then picked up the most gaudy of the feathers they had dropped, and fastened them about his own body, with the result that he looked gayer than any of them. When the appointed day came, the birds assembled before Jupiter's throne; and, after passing them in review, he was about to make the Jackdaw king, when all the rest set upon the king-elect, stripped him of his borrowed plumes, and exposed him for the Jackdaw that he was."
22,https://www.typingstudy.com/typingtest/93/The_Stag_at_the_Pool,"A thirsty Stag went down to a pool to drink. As he bent over the surface he saw his own reflection in the water, and was struck with admiration for his fine spreading antlers, but at the same time he felt nothing but disgust for the weakness and slenderness of his legs. While he stood there looking at himself, he was seen and attacked by a Lion; but in the chase which ensued, he soon drew away from his pursuer, and kept his lead as long as the ground over which he ran was open and free of trees. But coming presently to a wood, he was caught by his antlers in the branches, and fell a victim to the teeth and claws of his enemy. ""Woe is me!"" he cried with his last breath; ""I despised my legs, which might have saved my life: but I gloried in my horns, and they have proved my ruin.""\nWhat is worth most is often valued least."
23,https://www.typingstudy.com/typingtest/96/The_Mice_and_the_Weasels,"There was war between the Mice and the Weasels, in which the Mice always got the worst of it, numbers of them being killed and eaten by the Weasels. So they called a council of war, in which an old Mouse got up and said, ""It's no wonder we are always beaten, for we have no generals to plan our battles and direct our movements in the field."" Acting on his advice, they chose the biggest Mice to be their leaders, and these, in order to be distinguished from the rank and file, provided themselves with helmets bearing large plumes of straw. They then led out the Mice to battle, confident of victory: but they were defeated as usual, and were soon scampering as fast as they could to their holes. All made their way to safety without difficulty except the leaders, who were so hampered by the badges of their rank that they could not get into their holes, and fell easy victims to their pursuers.\nGreatness carries its own penalties."
24,https://www.typingstudy.com/typingtest/97/The_Peacock_and_Juno,"The Peacock was greatly discontented because he had not a beautiful voice like the nightingale, and he went and complained to Juno about it. ""The nightingale's song,"" said he, ""is the envy of all the birds; but whenever I utter a sound I become a laughing-stock."" The goddess tried to console him by saying, ""You have not, it is true, the power of song, but then you far excel all the rest in beauty: your neck flashes like the emerald and your splendid tail is a marvel of gorgeous colour."" But the Peacock was not appeased. ""What is the use,"" said he, ""of being beautiful, with a voice like mine?"" Then Juno replied, with a shade of sternness in her tones, ""Fate has allotted to all their destined gifts: to yourself beauty, to the eagle strength, to the nightingale song, and so on to all the rest in their degree; but you alone are dissatisfied with your portion. Make, then, no more complaints. For, if your present wish were granted, you would quickly find cause for fresh discontent."""
25,https://www.typingstudy.com/typingtest/100/The_Ox_and_the_Frog,"Two little Frogs were playing about at the edge of a pool when an Ox came down to the water to drink, and by accident trod on one of them and crushed the life out of him. When the old Frog missed him, she asked his brother where he was. ""He is dead, mother,"" said the little Frog; ""an enormous big creature with four legs came to our pool this morning and trampled him down in the mud."" ""Enormous, was he? Was he as big as this?"" said the Frog, puffing herself out to look as big as possible. ""Oh! yes, much bigger,"" was the answer. The Frog puffed herself out still more. ""Was he as big as this?"" said she. ""Oh! yes, yes, mother, MUCH bigger,"" said the little Frog. And yet again she puffed and puffed herself out till she was almost as round as a ball. ""As big as...?"" she began, but then she burst."
26,https://www.typingstudy.com/typingtest/106/The_Two_Soldiers_and_the_Robber,"Two Soldiers travelling together were set upon by a Robber. One of them ran away, but the other stood his ground, and laid about him so lustily with his sword that the Robber was fain to fly and leave him in peace. When the coast was clear the timid one ran back, and, flourishing his weapon, cried in a threatening voice, ""Where is he? Let me get at him, and I'll soon let him know whom he's got to deal with."" But the other replied, ""You are a little late, my friend: I only wish you had backed me up just now, even if you had done no more than speak, for I should have been encouraged, believing your words to be true. As it is, calm yourself, and put up your sword: there is no further use for it. You may delude others into thinking you're as brave as a lion: but I know that, at the first sign of danger, you run away like a hare."""
27,https://www.typingstudy.com/typingtest/118/The_Soldier_and_his_Horse,"A Soldier gave his Horse a plentiful supply of oats in time of war, and tended him with the utmost care, for he wished him to be strong to endure the hardships of the field, and swift to bear his master, when need arose, out of the reach of danger. But when the war was over he employed him on all sorts of drudgery, bestowing but little attention upon him, and giving him, moreover, nothing but chaff to eat. The time came when war broke out again, and the Soldier saddled and bridled his Horse, and, having put on his heavy coat of mail, mounted him to ride off and take the field. But the poor half-starved beast sank down under his weight, and said to his rider, ""You will have to go into battle on foot this time. Thanks to hard work and bad food, you have turned me from a Horse into an ass; and you cannot in a moment turn me back again into a Horse."""
28,https://www.typingstudy.com/typingtest/119/The_Oxen_and_the_Butchers,"Once upon a time the Oxen determined to be revenged upon the Butchers for the havoc they wrought in their ranks, and plotted to put them to death on a given day. They were all gathered together discussing how best to carry out the plan, and the more violent of them were engaged in sharpening their horns for the fray, when an old Ox got up upon his feet and said, ""My brothers, you have good reason, I know, to hate these Butchers, but, at any rate, they understand their trade and do what they have to do without causing unnecessary pain. But if we kill them, others, who have no experience, will be set to slaughter us, and will by their bungling inflict great sufferings upon us. For you may be sure that, even though all the Butchers perish, mankind will never go without their beef."""
29,https://www.typingstudy.com/typingtest/127/The_Clown_and_the_Countryman,"A Nobleman announced his intention of giving a public entertainment in the theatre, and offered splendid prizes to all who had any novelty to exhibit at the performance. The announcement attracted a crowd of conjurers, jugglers, and acrobats, and among the rest a Clown, very popular with the crowd, who let it be known that he was going to give an entirely new turn. When the day of the performance came, the theatre was filled from top to bottom some time before the entertainment began. Several performers exhibited their tricks, and then the popular favourite came on empty-handed and alone. At once there was a hush of expectation: and he, letting his head fall upon his breast, imitated the squeak of a pig to such perfection that the audience insisted on his producing the animal, which, they said, he must have somewhere concealed about his person. He, however, convinced them that there was no pig there, and then the applause was deafening. Among the spectators was a Countryman, who disparaged the Clown's performance and announced that he would give a much superior exhibition of the same trick on the following day. Again the theatre was filled to overflowing, and again the Clown gave his imitation amidst the cheers of the crowd. The Countryman, meanwhile, before going on the stage, had secreted a young porker under his smock; and when the spectators derisively bade him do better if he could, he gave it a pinch in the ear and made it squeal loudly. But they all with one voice shouted out that the Clown's imitation was much more true to life. Thereupon he produced the pig from under his smock and said sarcastically, ""There, that shows what sort of judges you are!"""
30,https://www.typingstudy.com/typingtest/128/The_Lark_and_the_Farmer,"A Lark nested in a field of corn, and was rearing her brood under cover of the ripening grain. One day, before the young were fully fledged, the Farmer came to look at the crop, and, finding it yellowing fast, he said, ""I must send round word to my neighbours to come and help me reap this field."" One of the young Larks overheard him, and was very much frightened, and asked her mother whether they hadn't better move house at once. ""There's no hurry,"" replied she; ""a man who looks to his friends for help will take his time about a thing."" In a few days the Farmer came by again, and saw that the grain was overripe and falling out of the ears upon the ground. ""I must put it off no longer,"" he said; ""This very day I'll hire the men and set them to work at once."" The Lark heard him and said to her young, ""Come, my children, we must be off: he talks no more of his friends now, but is going to take things in hand himself.""\nSelf-help is the best help."
31,"https://www.typingstudy.com/typingtest/135/The_Eagle,_the_Cat,_and_the_Wild_Sow","An Eagle built her nest at the top of a high tree; a Cat with her family occupied a hollow in the trunk half-way down; and a Wild Sow and her young took up their quarters at the foot. They might have got on very well as neighbours had it not been for the evil cunning of the Cat. Climbing up to the Eagle's nest she said to the Eagle, ""You and I are in the greatest possible danger. That dreadful creature, the Sow, who is always to be seen grubbing away at the foot of the tree, means to uproot it, that she may devour your family and mine at her ease."" Having thus driven the Eagle almost out of her senses with terror, the Cat climbed down the tree, and said to the Sow, ""I must warn you against that dreadful bird, the Eagle. She is only waiting her chance to fly down and carry off one of your little pigs when you take them out, to feed her brood with."" She succeeded in frightening the Sow as much as the Eagle. Then she returned to her hole in the trunk, from which, feigning to be afraid, she never came forth by day. Only by night did she creep out unseen to procure food for her kittens. The Eagle, meanwhile was afraid to stir from her nest, and the Sow dared not leave her home among the roots: so that in time both they and their families perished of hunger, and their dead bodies supplied the Cat with ample food for her growing family."
32,https://www.typingstudy.com/typingtest/141/The_Town_Mouse_and_the_Country_Mouse,"A Town Mouse and a Country Mouse were acquaintances, and the Country Mouse one day invited his friend to come and see him at his home in the fields. The Town Mouse came, and they sat down to a dinner of barleycorns and roots, the latter of which had a distinctly earthy flavour. The fare was not much to the taste of the guest, and presently he broke out with ""My poor dear friend, you live here no better than the ants. Now, you should just see how I fare! My larder is a regular horn of plenty. You must come and stay with me, and I promise you you shall live on the fat of the land."" So when he returned to town he took the Country Mouse with him, and showed him into a larder containing flour and oatmeal and figs and honey and dates. The Country Mouse had never seen anything like it, and sat down to enjoy the luxuries his friend provided: but before they had well begun, the door of the larder opened and some one came in. The two Mice scampered off and hid themselves in a narrow and exceedingly uncomfortable hole. Presently, when all was quiet, they ventured out again; but some one else came in, and off they scuttled again. This was too much for the visitor. ""Good-bye,"" said he, ""I'm off. You live in the lap of luxury, I can see, but you are surrounded by dangers; whereas at home I can enjoy my simple dinner of roots and corn in peace."""
33,https://www.typingstudy.com/typingtest/155/The_Grasshopper_and_the_Owl,"An Owl, who lived in a hollow tree, was in the habit of feeding by night and sleeping by day; but her slumbers were greatly disturbed by the chirping of a Grasshopper, who had taken up his abode in the branches. She begged him repeatedly to have some consideration for her comfort, but the Grasshopper, if anything, only chirped the louder. At last the Owl could stand it no longer, but determined to rid herself of the pest by means of a trick. Addressing herself to the Grasshopper, she said in her pleasantest manner, ""As I cannot sleep for your song, which, believe me, is as sweet as the notes of Apollo's lyre, I have a mind to taste some nectar, which Minerva gave me the other day. Won't you come in and join me?"" The Grasshopper was flattered by the praise of his song, and his mouth, too, watered at the mention of the delicious drink, so he said he would be delighted. No sooner had he got inside the hollow where the Owl was sitting than she pounced upon him and ate him up."
34,https://www.typingstudy.com/typingtest/159/The_Cobbler_Turned_Doctor,"A very unskilful Cobbler, finding himself unable to make a living at his trade, gave up mending boots and took to doctoring instead. He gave out that he had the secret of a universal antidote against all poisons, and acquired no small reputation, thanks to his talent for puffing himself. One day, however, he fell very ill; and the King of the country bethought him that he would test the value of his remedy. Calling, therefore, for a cup, he poured out a dose of the antidote, and, under pretence of mixing poison with it, added a little water, and commanded him to drink it. Terrified by the fear of being poisoned, the Cobbler confessed that he knew nothing about medicine, and that his antidote was worthless. Then the King summoned his subjects and addressed them as follows: ""What folly could be greater than yours? Here is this Cobbler to whom no one will send his boots to be mended, and yet you have not hesitated to entrust him with your lives!"""
35,https://www.typingstudy.com/typingtest/163/The_Ass_and_the_Wolf,"An Ass was feeding in a meadow, and, catching sight of his enemy the Wolf in the distance, pretended to be very lame and hobbled painfully along. When the Wolf came up, he asked the Ass how he came to be so lame, and the Ass replied that in going through a hedge he had trodden on a thorn, and he begged the Wolf to pull it out with his teeth, ""In case,"" he said, ""when you eat me, it should stick in your throat and hurt you very much."" The Wolf said he would, and told the Ass to lift up his foot, and gave his whole mind to getting out the thorn. But the Ass suddenly let out with his heels and fetched the Wolf a fearful kick in the mouth, breaking his teeth; and then he galloped off at full speed. As soon as he could speak the Wolf growled to himself, ""It serves me right: my father taught me to kill, and I ought to have stuck to that trade instead of attempting to cure."""
